Selection	View	Channel	Begin Path	File Duration (s)	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Species Code	Common Name	Confidence
25	Spectrogram 1	1	example/low-freq\Dacelo novaeguineae_Laughing Kookaburra\XC856038 - Laughing Kookaburra - Dacelo novaeguineae.wav	61	36.0	39.0	0	15000	torcro2	Torresian Crow	0.4238
26	Spectrogram 1	1	example/low-freq\Dacelo novaeguineae_Laughing Kookaburra\XC856038 - Laughing Kookaburra - Dacelo novaeguineae.wav	61	42.0	45.0	0	15000	torcro2	Torresian Crow	0.4465
27	Spectrogram 1	1	example/low-freq\Dacelo novaeguineae_Laughing Kookaburra\XC856038 - Laughing Kookaburra - Dacelo novaeguineae.wav	61	42.0	45.0	0	15000	laukoo1	Laughing Kookaburra	0.2506
28	Spectrogram 1	1	example/low-freq\Dacelo novaeguineae_Laughing Kookaburra\XC856038 - Laughing Kookaburra - Dacelo novaeguineae.wav	61	48.0	51.0	0	15000	greegr	Great Egret	0.1284
29	Spectrogram 1	1	example/low-freq\Dacelo novaeguineae_Laughing Kookaburra\XC856038 - Laughing Kookaburra - Dacelo novaeguineae.wav	61	51.0	54.0	0	15000	torcro2	Torresian Crow	0.4618
30	Spectrogram 1	1	example/low-freq\Dacelo novaeguineae_Laughing Kookaburra\XC856038 - Laughing Kookaburra - Dacelo novaeguineae.wav	61	51.0	54.0	0	15000	laukoo1	Laughing Kookaburra	0.1250
31	Spectrogram 1	1	example/low-freq\Dacelo novaeguineae_Laughing Kookaburra\XC856038 - Laughing Kookaburra - Dacelo novaeguineae.wav	61	54.0	57.0	0	15000	torcro2	Torresian Crow	0.6515
32	Spectrogram 1	1	example/low-freq\Dacelo novaeguineae_Laughing Kookaburra\XC856038 - Laughing Kookaburra - Dacelo novaeguineae.wav	61	54.0	57.0	0	15000	laukoo1	Laughing Kookaburra	0.3963
33	Spectrogram 1	1	example/low-freq\Dacelo novaeguineae_Laughing Kookaburra\XC856038 - Laughing Kookaburra - Dacelo novaeguineae.wav	61	57.0	60.0	0	15000	colkin1	Collared Kingfisher	0.4895
34	Spectrogram 1	1	example/low-freq\Dacelo novaeguineae_Laughing Kookaburra\XC856038 - Laughing Kookaburra - Dacelo novaeguineae.wav	61	57.0	60.0	0	15000	laukoo1	Laughing Kookaburra	0.1210
