Selection	View	Channel	Begin Path	File Duration (s)	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Species Code	Common Name	Confidence
1	Spectrogram 1	1	example/fairywren\Malurus leucopterus_White-winged Fairywren\XC859932 - White-winged Fairywren - Malurus leucopterus.mp3	49	0	3.0	0	15000	whwfai1	White-winged Fairywren	0.9992
2	Spectrogram 1	1	example/fairywren\Malurus leucopterus_White-winged Fairywren\XC859932 - White-winged Fairywren - Malurus leucopterus.mp3	49	0	3.0	0	15000	rebfai1	Red-backed Fairywren	0.1276
3	Spectrogram 1	1	example/fairywren\Malurus leucopterus_White-winged Fairywren\XC859932 - White-winged Fairywren - Malurus leucopterus.mp3	49	3.0	6.0	0	15000	whwfai1	White-winged Fairywren	0.9998
4	Spectrogram 1	1	example/fairywren\Malurus leucopterus_White-winged Fairywren\XC859932 - White-winged Fairywren - Malurus leucopterus.mp3	49	3.0	6.0	0	15000	rebfai1	Red-backed Fairywren	0.2518
5	Spectrogram 1	1	example/fairywren\Malurus leucopterus_White-winged Fairywren\XC859932 - White-winged Fairywren - Malurus leucopterus.mp3	49	3.0	6.0	0	15000	supfai1	Superb Fairywren	0.1087
6	Spectrogram 1	1	example/fairywren\Malurus leucopterus_White-winged Fairywren\XC859932 - White-winged Fairywren - Malurus leucopterus.mp3	49	3.0	6.0	0	15000	varfai1	Purple-backed Fairywren	0.1085
7	Spectrogram 1	1	example/fairywren\Malurus leucopterus_White-winged Fairywren\XC859932 - White-winged Fairywren - Malurus leucopterus.mp3	49	6.0	9.0	0	15000	varfai1	Purple-backed Fairywren	0.6013
8	Spectrogram 1	1	example/fairywren\Malurus leucopterus_White-winged Fairywren\XC859932 - White-winged Fairywren - Malurus leucopterus.mp3	49	6.0	9.0	0	15000	whwfai1	White-winged Fairywren	0.1567
9	Spectrogram 1	1	example/fairywren\Malurus leucopterus_White-winged Fairywren\XC859932 - White-winged Fairywren - Malurus leucopterus.mp3	49	9.0	12.0	0	15000	varfai1	Purple-backed Fairywren	0.5172
10	Spectrogram 1	1	example/fairywren\Malurus leucopterus_White-winged Fairywren\XC859932 - White-winged Fairywren - Malurus leucopterus.mp3	49	9.0	12.0	0	15000	supfai1	Superb Fairywren	0.2560
11	Spectrogram 1	1	example/fairywren\Malurus leucopterus_White-winged Fairywren\XC859932 - White-winged Fairywren - Malurus leucopterus.mp3	49	12.0	15.0	0	15000	whwfai1	White-winged Fairywren	0.9943
12	Spectrogram 1	1	example/fairywren\Malurus leucopterus_White-winged Fairywren\XC859932 - White-winged Fairywren - Malurus leucopterus.mp3	49	12.0	15.0	0	15000	supfai1	Superb Fairywren	0.2993
13	Spectrogram 1	1	example/fairywren\Malurus leucopterus_White-winged Fairywren\XC859932 - White-winged Fairywren - Malurus leucopterus.mp3	49	12.0	15.0	0	15000	varfai1	Purple-backed Fairywren	0.2606
14	Spectrogram 1	1	example/fairywren\Malurus leucopterus_White-winged Fairywren\XC859932 - White-winged Fairywren - Malurus leucopterus.mp3	49	12.0	15.0	0	15000	rebfai1	Red-backed Fairywren	0.2026
15	Spectrogram 1	1	example/fairywren\Malurus leucopterus_White-winged Fairywren\XC859932 - White-winged Fairywren - Malurus leucopterus.mp3	49	15.0	18.0	0	15000	whwfai1	White-winged Fairywren	0.7036
16	Spectrogram 1	1	example/fairywren\Malurus leucopterus_White-winged Fairywren\XC859932 - White-winged Fairywren - Malurus leucopterus.mp3	49	18.0	21.0	0	15000	whwfai1	White-winged Fairywren	0.8412
17	Spectrogram 1	1	example/fairywren\Malurus leucopterus_White-winged Fairywren\XC859932 - White-winged Fairywren - Malurus leucopterus.mp3	49	18.0	21.0	0	15000	supfai1	Superb Fairywren	0.6001
18	Spectrogram 1	1	example/fairywren\Malurus leucopterus_White-winged Fairywren\XC859932 - White-winged Fairywren - Malurus leucopterus.mp3	49	21.0	24.0	0	15000	whwfai1	White-winged Fairywren	0.5881
19	Spectrogram 1	1	example/fairywren\Malurus leucopterus_White-winged Fairywren\XC859932 - White-winged Fairywren - Malurus leucopterus.mp3	49	21.0	24.0	0	15000	varfai1	Purple-backed Fairywren	0.3724
20	Spectrogram 1	1	example/fairywren\Malurus leucopterus_White-winged Fairywren\XC859932 - White-winged Fairywren - Malurus leucopterus.mp3	49	21.0	24.0	0	15000	gryfin1	Grassland Yellow-Finch	0.1114
21	Spectrogram 1	1	example/fairywren\Malurus leucopterus_White-winged Fairywren\XC859932 - White-winged Fairywren - Malurus leucopterus.mp3	49	24.0	27.0	0	15000	whwfai1	White-winged Fairywren	0.7922
22	Spectrogram 1	1	example/fairywren\Malurus leucopterus_White-winged Fairywren\XC859932 - White-winged Fairywren - Malurus leucopterus.mp3	49	24.0	27.0	0	15000	supfai1	Superb Fairywren	0.4562
23	Spectrogram 1	1	example/fairywren\Malurus leucopterus_White-winged Fairywren\XC859932 - White-winged Fairywren - Malurus leucopterus.mp3	49	24.0	27.0	0	15000	gryfin1	Grassland Yellow-Finch	0.1703
24	Spectrogram 1	1	example/fairywren\Malurus leucopterus_White-winged Fairywren\XC859932 - White-winged Fairywren - Malurus leucopterus.mp3	49	27.0	30.0	0	15000	whwfai1	White-winged Fairywren	0.9370
25	Spectrogram 1	1	example/fairywren\Malurus leucopterus_White-winged Fairywren\XC859932 - White-winged Fairywren - Malurus leucopterus.mp3	49	27.0	30.0	0	15000	varfai1	Purple-backed Fairywren	0.8167
26	Spectrogram 1	1	example/fairywren\Malurus leucopterus_White-winged Fairywren\XC859932 - White-winged Fairywren - Malurus leucopterus.mp3	49	27.0	30.0	0	15000	supfai1	Superb Fairywren	0.5289
27	Spectrogram 1	1	example/fairywren\Malurus leucopterus_White-winged Fairywren\XC859932 - White-winged Fairywren - Malurus leucopterus.mp3	49	27.0	30.0	0	15000	rebfai1	Red-backed Fairywren	0.5157
28	Spectrogram 1	1	example/fairywren\Malurus leucopterus_White-winged Fairywren\XC859932 - White-winged Fairywren - Malurus leucopterus.mp3	49	27.0	30.0	0	15000	splfai1	Splendid Fairywren	0.1009
29	Spectrogram 1	1	example/fairywren\Malurus leucopterus_White-winged Fairywren\XC859932 - White-winged Fairywren - Malurus leucopterus.mp3	49	33.0	36.0	0	15000	whwfai1	White-winged Fairywren	0.9900
30	Spectrogram 1	1	example/fairywren\Malurus leucopterus_White-winged Fairywren\XC859932 - White-winged Fairywren - Malurus leucopterus.mp3	49	36.0	39.0	0	15000	whwfai1	White-winged Fairywren	0.9378
31	Spectrogram 1	1	example/fairywren\Malurus leucopterus_White-winged Fairywren\XC859932 - White-winged Fairywren - Malurus leucopterus.mp3	49	36.0	39.0	0	15000	supfai1	Superb Fairywren	0.3390
32	Spectrogram 1	1	example/fairywren\Malurus leucopterus_White-winged Fairywren\XC859932 - White-winged Fairywren - Malurus leucopterus.mp3	49	36.0	39.0	0	15000	splfai1	Splendid Fairywren	0.2174
33	Spectrogram 1	1	example/fairywren\Malurus leucopterus_White-winged Fairywren\XC859932 - White-winged Fairywren - Malurus leucopterus.mp3	49	42.0	45.0	0	15000	supfai1	Superb Fairywren	0.6143
34	Spectrogram 1	1	example/fairywren\Malurus leucopterus_White-winged Fairywren\XC859932 - White-winged Fairywren - Malurus leucopterus.mp3	49	42.0	45.0	0	15000	whwfai1	White-winged Fairywren	0.4593
35	Spectrogram 1	1	example/fairywren\Malurus leucopterus_White-winged Fairywren\XC859932 - White-winged Fairywren - Malurus leucopterus.mp3	49	42.0	45.0	0	15000	gryfin1	Grassland Yellow-Finch	0.1242
36	Spectrogram 1	1	example/fairywren\Malurus leucopterus_White-winged Fairywren\XC859932 - White-winged Fairywren - Malurus leucopterus.mp3	49	45.0	48.0	0	15000	whwfai1	White-winged Fairywren	0.9896
37	Spectrogram 1	1	example/fairywren\Malurus leucopterus_White-winged Fairywren\XC859932 - White-winged Fairywren - Malurus leucopterus.mp3	49	45.0	48.0	0	15000	varfai1	Purple-backed Fairywren	0.5712
38	Spectrogram 1	1	example/fairywren\Malurus leucopterus_White-winged Fairywren\XC859932 - White-winged Fairywren - Malurus leucopterus.mp3	49	45.0	48.0	0	15000	supfai1	Superb Fairywren	0.2961
