Begin Time (s),End Time (s),Scientific Name,Common Name,Confidence
0,3.0,Alauda arvensis,Eurasian Skylark,0.93143356
3.0,6.0,Alauda arvensis,Eurasian Skylark,0.7615752
3.0,6.0,Chlorodrepanis virens,Hawaii Amakihi,0.19739428
