Selection	View	Channel	Begin Path	File Duration (s)	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Species Code	Common Name	Confidence
1	Spectrogram 1	1	example/fairywren\Malurus assimilis_Purple-backed Fairywren\XC594051 - Purple-backed Fairywren - Malurus assimilis.mp3	28	0	3.0	0	15000	varfai1	Purple-backed Fairywren	0.9884
2	Spectrogram 1	1	example/fairywren\Malurus assimilis_Purple-backed Fairywren\XC594051 - Purple-backed Fairywren - Malurus assimilis.mp3	28	3.0	6.0	0	15000	varfai1	Purple-backed Fairywren	0.7854
3	Spectrogram 1	1	example/fairywren\Malurus assimilis_Purple-backed Fairywren\XC594051 - Purple-backed Fairywren - Malurus assimilis.mp3	28	3.0	6.0	0	15000	supfai1	Superb Fairywren	0.2504
4	Spectrogram 1	1	example/fairywren\Malurus assimilis_Purple-backed Fairywren\XC594051 - Purple-backed Fairywren - Malurus assimilis.mp3	28	3.0	6.0	0	15000	varsit8	Varied Sittella	0.1019
5	Spectrogram 1	1	example/fairywren\Malurus assimilis_Purple-backed Fairywren\XC594051 - Purple-backed Fairywren - Malurus assimilis.mp3	28	6.0	9.0	0	15000	varfai1	Purple-backed Fairywren	0.1732
6	Spectrogram 1	1	example/fairywren\Malurus assimilis_Purple-backed Fairywren\XC594051 - Purple-backed Fairywren - Malurus assimilis.mp3	28	6.0	9.0	0	15000	zitcis1	Zitting Cisticola	0.1613
7	Spectrogram 1	1	example/fairywren\Malurus assimilis_Purple-backed Fairywren\XC594051 - Purple-backed Fairywren - Malurus assimilis.mp3	28	9.0	12.0	0	15000	whwtri1	White-winged Triller	0.3471
8	Spectrogram 1	1	example/fairywren\Malurus assimilis_Purple-backed Fairywren\XC594051 - Purple-backed Fairywren - Malurus assimilis.mp3	28	9.0	12.0	0	15000	duswar	Dusky Warbler	0.1418
9	Spectrogram 1	1	example/fairywren\Malurus assimilis_Purple-backed Fairywren\XC594051 - Purple-backed Fairywren - Malurus assimilis.mp3	28	12.0	15.0	0	15000	varfai1	Purple-backed Fairywren	0.5129
10	Spectrogram 1	1	example/fairywren\Malurus assimilis_Purple-backed Fairywren\XC594051 - Purple-backed Fairywren - Malurus assimilis.mp3	28	15.0	18.0	0	15000	grnsan	Green Sandpiper	0.4206
11	Spectrogram 1	1	example/fairywren\Malurus assimilis_Purple-backed Fairywren\XC594051 - Purple-backed Fairywren - Malurus assimilis.mp3	28	15.0	18.0	0	15000	scoori	Scott's Oriole	0.1819
12	Spectrogram 1	1	example/fairywren\Malurus assimilis_Purple-backed Fairywren\XC594051 - Purple-backed Fairywren - Malurus assimilis.mp3	28	18.0	21.0	0	15000	ticdor1	Ticking Doradito	0.1851
13	Spectrogram 1	1	example/fairywren\Malurus assimilis_Purple-backed Fairywren\XC594051 - Purple-backed Fairywren - Malurus assimilis.mp3	28	18.0	21.0	0	15000	redbis	Southern Red Bishop	0.1682
14	Spectrogram 1	1	example/fairywren\Malurus assimilis_Purple-backed Fairywren\XC594051 - Purple-backed Fairywren - Malurus assimilis.mp3	28	24.0	27.0	0	15000	whwtri1	White-winged Triller	0.3239
